hotel_id,osm_id,osm_type,xotelo_key,wikidata_id,name,name_international,brand,operator,property_type,description,latitude,longitude,elevation_m,geohash,region,formatted_address,house_number,street,neighborhood,city,state,country,country_code,postal_code,stars,user_rating,review_count,price_min,price_max,currency,price_tier,has_wifi,has_pool,has_parking,has_air_conditioning,has_restaurant,has_bar,has_spa,has_gym,is_pet_friendly,is_wheelchair_accessible,smoking_allowed,rooms_count,beds_count,checkin_time,checkout_time,opening_hours,phone,email,website,booking_url,image_url,last_updated_at,distance_meters,data_sources,raw_tags
osm_node_943246323,943246323,node,,,Marshyangdi Hotel,,,,hotel,,27.7170604,85.3101629,,tuuttm8,kathmandu_thamel,"Chaksibari Marg, Thamel",,Chaksibari Marg,,Thamel,,,,,3.0,3.3,120.0,99.0,158.4,USD,mid_range,True,False,False,False,False,False,False,False,False,False,True,95.0,,,,,9851057618,sales@hotelmarshyangdi.com,,,,2026-09-14 13:41:39.689681+00:00,,,
osm_node_943246324,943246324,node,,,Tradition,,,,hotel,,27.7155417,85.3091972,,tuuttm2,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.689727+00:00,,,
osm_node_949307742,949307742,node,,,Lailai Hotel,,,,hotel,,27.7099108,85.306275,,tuutthq,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.689771+00:00,,,
osm_node_949307744,949307744,node,,,Ganesh Himal Hotel,,,,hotel,,27.7098396,85.3065477,,tuutthq,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,9851058569,info@hotelganeshhimal.com,,,,2026-09-14 13:41:39.689817+00:00,,,
osm_node_992508276,992508276,node,,,Potala Guesthouse,,,,hotel,,27.7122773,85.310626,,tuuttkc,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,https://www.potalaguesthouse.com/,,,2026-09-14 13:41:39.689861+00:00,,,
osm_node_1349642553,1349642553,node,,,Excelsior Hotel,,,,hotel,,27.7145164,85.3105455,,tuuttm3,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,+97714257748,,http://www.excelsiornepal.com,,,2026-09-14 13:41:39.689921+00:00,,,
osm_node_1349658484,1349658484,node,,,Vaishali,,,,hotel,,27.7166119,85.3111787,,tuuttm9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,True,False,False,True,False,False,False,False,False,False,,,,,,,9851043479,info@hotelvaishali.com,,,,2026-09-14 13:41:39.689974+00:00,,,
osm_node_1349658485,1349658485,node,,,Surya,,,,hotel,,27.7154882,85.311547,,tuuttm3,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690018+00:00,,,
osm_node_1349658486,1349658486,node,,,Namaskar,,,,guest_house,,27.7161924,85.3112782,,tuuttm9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690060+00:00,,,
osm_node_1349658487,1349658487,node,,,Iceland,,,,hotel,,27.7164382,85.3101463,,tuuttm8,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690102+00:00,,,
osm_node_1349658489,1349658489,node,,,Impala,,,,hotel,,27.7175447,85.3101951,,tuuttmb,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690145+00:00,,,
osm_node_1349658500,1349658500,node,,,Karma,,,,hotel,,27.7163128,85.3109255,,tuuttm9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690186+00:00,,,
osm_node_1349664584,1349664584,node,,,Thara,,,,hotel,,27.7124799,85.3112618,,tuuttkc,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690230+00:00,,,
osm_node_1349680673,1349680673,node,,,Poon Hill,,,,hotel,,27.7115695,85.3090587,,tuuttk8,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690278+00:00,,,
osm_node_1349680681,1349680681,node,,,Hotel Blue Diamond,,,,hotel,,27.7123764,85.3120896,,tuuttkf,kathmandu_thamel,"Jyatha Street, Kathmandu, NP",,Jyatha Street,,Kathmandu,,NP,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690327+00:00,,,
osm_node_1349680686,1349680686,node,,,Pisang,,,,hotel,,27.7129315,85.3110456,,tuuttkc,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690377+00:00,,,
osm_node_1349680694,1349680694,node,,,Lhasa,,,,guest_house,,27.7118221,85.3120405,,tuuttkf,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690423+00:00,,,
osm_node_1349680697,1349680697,node,,,Utse,,,,hotel,,27.7121432,85.3122725,,tuuttkf,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,True,False,False,False,False,False,False,False,False,False,,,,,,,,,https://utsehotel.com/,,,2026-09-14 13:41:39.690466+00:00,,,
osm_node_1349680700,1349680700,node,,,Yanki,,,,hotel,,27.7118116,85.3090654,,tuuttkb,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690509+00:00,,,
osm_node_1349680726,1349680726,node,,,Norling Guesthouse,,,,guest_house,,27.7104358,85.3111012,,tuuttk9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690553+00:00,,,
osm_node_1349680727,1349680727,node,,,My Home,,,,hotel,,27.7130291,85.3110593,,tuuttm1,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690596+00:00,,,
osm_node_1349680754,1349680754,node,,,Hotel Elite,,,,hotel,,27.7109599,85.312051,,tuuttkd,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690643+00:00,,,
osm_node_1349680757,1349680757,node,,,Norling,,,,hotel,,27.7123965,85.3122679,,tuuttkf,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690688+00:00,,,
osm_node_1349697686,1349697686,node,,,Annapurna,,,,guest_house,,27.7173881,85.312673,,tuuttmf,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690735+00:00,,,
osm_node_1349697700,1349697700,node,,,यती,Yati,,,hotel,,27.7164231,85.3136584,,tuuttme,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690781+00:00,,,
osm_node_1349697713,1349697713,node,,,शक्ति,Shakti,,,hotel,,27.7167364,85.3129529,,tuuttmd,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690841+00:00,,,
osm_node_1349697722,1349697722,node,,,Samsara Resort,,,,hotel,,27.7168609,85.3109242,,tuuttm9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,True,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.690887+00:00,,,
osm_node_1349697725,1349697725,node,,,Hotel Dolphin,,Bed & Breakfast,,guest_house,,27.7173793,85.3121267,,tuuttmf,kathmandu_thamel,"Gaa Hiti Marg, Thamel, 44600",,Gaa Hiti Marg,,Thamel,,,,44600,,,,25.0,60.0,USD,budget,True,False,False,False,False,True,False,False,False,False,,12.0,,,,,,hoteldolphinguesthouse@gmail.com,,,https://www.google.com/travel/hotels/entity/CgsI4Y-s8v6a7pO6ARAB/lightbox/CAoSLEFGMVFpcE4tcWhpYVZGbEFQZW1BdEh3cVVXWlYzV2ltM0oxekhCOWQydGlX?g2lb=4317915%2C4270442%2C2503781%2C4617195%2C4597339%2C4515404%2C4371335%2C4419364%2C4545890%2C2502548%2C2503771%2C4,2026-09-14 13:41:39.690938+00:00,,,
osm_node_1349697726,1349697726,node,,,Kathmandu Aagantuk Hotel,,,,hotel,,27.7174783,85.3111977,,tuuttmc,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691080+00:00,,,
osm_node_1349697727,1349697727,node,,,Hotel Norbulinka,,,,hotel,,27.7172551,85.3124959,,tuuttmf,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,9802063088;9851082923,reservation@hotelnorbulinka.com,,,,2026-09-14 13:41:39.691179+00:00,,,
osm_node_1349697737,1349697737,node,,,Mandap,,,,hotel,,27.7162296,85.3098996,,tuuttm8,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,True,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691236+00:00,,,
osm_node_1349697738,1349697738,node,,,Zzang,,,,hotel,,27.7175115,85.3106935,,tuuttmc,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691282+00:00,,,
osm_node_1349697742,1349697742,node,,,भिल्ला एभरेस्ट,Villa Everest,,,hotel,,27.7170023,85.3130629,,tuuttme,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,True,False,False,False,False,False,False,False,False,False,,,,,,Mo-Fr 09:00-22:30; Sa-Su 09:00-22:30,4413471,,http://www.villaeverest.com.np,,,2026-09-14 13:41:39.691329+00:00,,,
osm_node_1350011393,1350011393,node,,,Holy Lodge,,,,hotel,,27.7158876,85.3097549,,tuuttm8,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691376+00:00,,,
osm_node_1350011407,1350011407,node,,,Acme Guest House,,,,hotel,,27.7158262,85.3106242,,tuuttm9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,9851076293,acme@wlink.com.np,,,,2026-09-14 13:41:39.691419+00:00,,,
osm_node_1350011409,1350011409,node,,,Prince,,,,hotel,,27.7157449,85.3098144,,tuuttm2,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691465+00:00,,,
osm_node_1350011414,1350011414,node,,,Northfield Hotel,,,,hotel,,27.7158128,85.3103243,,tuuttm9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691505+00:00,,,
osm_node_1390371550,1390371550,node,,Q1751979,Radisson Hotel Kathmandu,,Radisson,http://www.radisson.com/kathmandu-hotel-np/nepkathm,hotel,,27.7200685,85.3214693,,tuuttw3,kathmandu_thamel,"Lazimpat, Kathmandu, NP",,Lazimpat,,Kathmandu,,NP,,,5.0,5.0,120.0,155.0,248.0,USD,luxury,True,False,False,False,False,False,False,False,False,True,,260.0,,,,24/7,+977 1-4411818,reservation@radkat.com.np; radisson@radkat.com.np; sales@radkat.com.np,https://www.radisson.com/kathmandu,,,2026-09-14 13:41:39.691592+00:00,,,
osm_node_1477827143,1477827143,node,,,Hotel Yambu Kathmandu,Hotel Yambu,,,hotel,,27.7177674,85.3115829,,tuuttmc,kathmandu_thamel,"kathmandu_thamel, 44600",,,,kathmandu_thamel,,,,44600,,,,,,USD,mid_range,True,False,False,False,False,False,False,False,False,False,,,,,,,9841326314,rajbktm@gmail.com,http://www.hotelyambu.com,,,2026-09-14 13:41:39.691642+00:00,,,
osm_node_1551745116,1551745116,node,,,Haus Namaste,,,,guest_house,,27.7050453,85.2965534,,tuutsgx,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691686+00:00,,,
osm_node_1622172123,1622172123,node,,,Kathmandu Peace Guest House;Tea & Souvenirs,,,,hotel,,27.7164834,85.3107886,,tuuttm9,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,https://www.hotel-in-nepal.com/,,,2026-09-14 13:41:39.691729+00:00,,,
osm_node_1810054566,1810054566,node,,,Kharsang Guest House,,,,guest_house,,27.7118852,85.3099428,,tuuttkb,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691769+00:00,,,
osm_node_1892710734,1892710734,node,,,Subekchya Hostel,,,,hostel,,27.6875866,85.333969,,tuuttb6,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691811+00:00,,,
osm_node_1905155349,1905155349,node,,,Hotel Karnali,,,,hotel,,27.7398257,85.3379978,,tuutvcv,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691851+00:00,,,
osm_node_1905355648,1905355648,node,,,Sunrise Boys Hostel,,,,hostel,,27.7023989,85.3230965,,tuutte4,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691889+00:00,,,
osm_node_1905361404,1905361404,node,,,Swastika girls hostel,,,,hostel,,27.7021804,85.3243281,,tuutte5,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691940+00:00,,,
osm_node_1905364823,1905364823,node,,,Subha laxmi hostel pvt ltd,,,,hostel,,27.7018275,85.3247577,,tuuttdg,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.691980+00:00,,,
osm_node_1905365414,1905365414,node,,,Valley boys hostel,,,,hostel,,27.7024809,85.3249056,,tuutte5,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692066+00:00,,,
osm_node_1905371596,1905371596,node,,,Happy Girls and Boys Hostel,,,,hostel,,27.7015087,85.3230729,,tuuttdf,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692147+00:00,,,
osm_node_1918582477,1918582477,node,,,Accommodation #1918582477,,,,hostel,,27.735033,85.3300975,,tuutv9p,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692200+00:00,,,
osm_node_1936280996,1936280996,node,,,Maa's Boys Hostel,,,,hostel,,27.6823916,85.3360187,,tuutmz7,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692244+00:00,,,
osm_node_1936281022,1936281022,node,,,Smarika Girls Hostel,,,,hostel,,27.6834129,85.3343727,,tuutmzd,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692283+00:00,,,
osm_node_1956285190,1956285190,node,,,Ambassador Hotel,,,,hotel,,27.718987,85.3176166,,tuuttqn,kathmandu_thamel,"Lazimpat, Kathmandu",,Lazimpat,,Kathmandu,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,True,,,,,,,+977-1-4442726; +977-1-4442727; +977-1-4414432; +977-1-4410432; +977-9818465741,info@ambassador.com.np,,,,2026-09-14 13:41:39.692331+00:00,,,
osm_node_1956360568,1956360568,node,,,Hotel Encounter Nepal,,,,hotel,,27.7187025,85.3121722,,tuuttq4,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,9802063088;9851082923,encnepal@mail.com.np,,,,2026-09-14 13:41:39.692386+00:00,,,
osm_node_1963991187,1963991187,node,,,Hotel The Lord Asia,,,,hotel,,27.7189666,85.3150006,,tuuttqh,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,True,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692431+00:00,,,
osm_node_1963991189,1963991189,node,,,Pacific Guest House,,,,guest_house,,27.7186255,85.3154271,,tuuttqh,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692480+00:00,,,
osm_node_1967824804,1967824804,node,,,Hotel Lapha,,,,hotel,,27.7190801,85.3148919,,tuuttqh,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,"9851011256, 9803735750",hotellapha100@gmail.com,,,,2026-09-14 13:41:39.692523+00:00,,,
osm_node_1977485212,1977485212,node,,,Holy Temple Tree,,,,hotel,,27.7187576,85.3117251,,tuuttq4,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692564+00:00,,,
osm_node_1977487467,1977487467,node,,,Mero Hotel Eco Home,,,,guest_house,,27.7188807,85.31008,,tuuttq0,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692614+00:00,,,
osm_node_1982425178,1982425178,node,,,View Point Guest House and Sekuwa Corner,,,,guest_house,,27.7329786,85.3131147,,tuutv2e,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,25.0,60.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692654+00:00,,,
osm_node_2007681299,2007681299,node,,,Giant Hotel Pvt. Ltd.,,,,hotel,,27.7192665,85.3253791,,tuuttwh,kathmandu_thamel,"Bhitri Kholagaul Marga, Kathmandu, Central Region, 00977, NP",,Bhitri Kholagaul Marga,,Kathmandu,Central Region,NP,,00977,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,01-400-1129,,,,,2026-09-14 13:41:39.692700+00:00,,,
osm_node_2027884201,2027884201,node,,,Siddharth Boys Hostel,,,,hostel,,27.6911084,85.3306021,,tuutt9p,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692747+00:00,,,
osm_node_2027886616,2027886616,node,,,Hong Xiang Hotel,,,,hotel,,27.6915546,85.3297054,,tuutt9p,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692787+00:00,,,
osm_node_2027892156,2027892156,node,,,Everest Girls Hostel,,,,hostel,,27.6909151,85.3292006,,tuutt8y,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692828+00:00,,,
osm_node_2031401962,2031401962,node,,,Paradise Girls Hostel,,,,hostel,,27.6941737,85.3338319,,tuuttcd,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,14.0,35.0,USD,budget,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692872+00:00,,,
osm_node_2041594257,2041594257,node,,,Nomad Hotel,,,,hotel,,27.7201227,85.3205414,,tuuttw2,kathmandu_thamel,kathmandu_thamel,,,,kathmandu_thamel,,,,,,,,,,USD,mid_range,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,2026-09-14 13:41:39.692916+00:00,,,
